STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,METRO_ID,Metropolitan areas,VAR,Variables,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK559,Middlesbrough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,30267,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA62,Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,23318,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA28,Charlotte,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,71024,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX22,Acapulco de Juarez,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,9485,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE052,Flensburg,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,38463,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PL011,Bialystok,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,23893,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX46,Victoria,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,20751,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA69,Charleston,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,51369,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,FR012,Le Havre,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,37728,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,FR035,Tours,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,36105,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CAN02,Montreal,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,38751,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE013,Hanover,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,52546,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,ES010,Palma de Mallorca,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,43265,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,BE005,Liege,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,34709,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK006,Liverpool,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,33020,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,FI001,Helsinki,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,58403,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE524,Wurzburg,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,50901,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA75,Sedgwick,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,56426,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA24,Jackson (MO),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,60909,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX10,Juarez,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,20881,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CH003,Basel,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,94140,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA103,Newport News,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,49920,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TR005,Bursa,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,31918,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,KOR,Korea,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,40082,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,IRL,Ireland,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,75414,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,HUN,Hungary,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,28696,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,FRA,France,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,42078,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PL511,Walbrzych,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,21175,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,LVA,Latvia,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,26782,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TUR,TÃ¼rkiye,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,28145,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TR009,Erzurum,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,17277,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,COL25,Riohacha,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,11171,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,AT006,Klagenfurt,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,45687,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PL007,Szczecin,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,32040,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,COL13,Armenia,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,9727,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,KOR20,Suncheon,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,48426,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,COL18,Neiva,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,8895,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE021,Gottingen,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,41142,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE513,Kassel,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,49763,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,FR207,Lens - Lievin,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,28408,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX45,Tapachula,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,7025,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA120,Cumberland (NC),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,44875,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK003,Leeds,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,37137,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK515,Brighton and Hove,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,38893,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,LV001,Riga,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,37063,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE544,Zwickau,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,38194,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX59,Puerto Vallarta,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,20495,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CL010,Valparaiso,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,18138,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA92,Sonoma,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,55887,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA136,Muscogee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,44250,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,IT027,Cagliari,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,35069,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE517,Osnabruck,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,44792,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CH005,Lausanne,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,55349,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK017,Cambridge,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,46943,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,IT001,Rome,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,49865,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX36,Ensenada,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,22573,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK026,Kingston upon Hull,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,32970,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,AUS08,Newcastle,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,50111,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CZ004,Plzen,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,33675,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK568,Cheshire West and Chester,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,45269,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE542,Hildesheim,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,35015,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,FI003,Turku,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,42182,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK012,Belfast,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,41748,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,SE001,Stockholm,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,69181,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA99,Mahoning,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,36398,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA06,Philadelphia (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,67896,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA58,Ventura,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,57668,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE077,Schweinfurt,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,52495,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE064,Neubrandenburg,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,34281,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,JPN17,Kanazawa,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,42089,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,JPN36,Miyazaki,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,31557,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,ES019,Bilbao,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,44545,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK550,Dundee City,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,32001,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA115,Marion (OR),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,38908,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK010,Sheffield,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,31633,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA29,Sacramento,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,54481,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,IT028,Padua,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,44657,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX49,Uruapan,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,12661,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA77,Dauphin,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,63160,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,ES005,Saragossa,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,40555,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PL025,Radom,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,19973,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,IT022,Taranto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,24348,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,SE003,Malmo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,44689,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA141,Potter,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,64612,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA66,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,52122,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE079,Wetzlar,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,41636,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE033,Augsburg,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,46440,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX57,La Paz,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,27206,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,ES533,Marbella,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,25261,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,SI001,Ljubljana,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,48077,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX39,Orizaba,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,12939,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX04,Puebla,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,12055,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,NL007,Groningen,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,52572,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,FR004,Toulouse,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,47535,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK557,Blackburn with Darwen,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,35725,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE529,Heilbronn,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,67730,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,JPN39,Fukushima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,39310,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,JPN03,Nagoya,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,48517,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA145,Nashville,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,47768,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA14,Seattle,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,90100,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE017,Bielefeld,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,49704,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA156,Weld,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,59487,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA70,Onondaga,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,59130,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CZ002,Brno,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,34189,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,JPN14,Hamamatsu,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,44238,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE001,Berlin,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,44612,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,NL006,Tilburg,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,45119,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,JPN18,Oita,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,36527,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,FR007,Bordeaux,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,41503,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA146,Atlantic City,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,49419,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PL514,Tarnow,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,18867,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA116,Allen,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,52655,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,FR038,Le Mans,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,31821,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PL002,Lodz,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,32659,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,JPN46,Fuji,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,44066,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,KOR08,Heungdeok,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,49239,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,JPN08,Hiroshima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,40030,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DE510,Lubeck,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,43119,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX17,Morelia,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,,11934,,A,,USD,US Dollar,0,Units,,
